tg_id,pack_name,created_flag,front_word,back_word,date_of_repeat,repeat_length,is_hidden
875771161,Module 3,False,Attend ,посещать,2026-09-15,170.9951171875,0
875771161,Module 3,False,Strict ,Строгий,2026-07-20,113.330078125,0
875771161,Module 3,False,Earn a living ,Зарабатывать на жизнь,2026-06-11,74.88671875,0
875771161,Module 3,False,Applicant ,Кандидат,2026-06-11,74.88671875,0
875771161,Module 3,False,Common sense ,здравый смысл,2026-07-20,113.330078125,0
875771161,Module 3,False,Shift work ,Посменная работа,2026-04-15,2.5,0
875771161,Module 3,False,Can't stand ,Не выносить,2026-06-11,74.88671875,0
875771161,Module 3,False,Follow in one's steps ,идти по чьим-то стопам,2026-05-17,49.2578125,0
875771161,Module 3,False,Jack-of-all-trades ,мастер на все руки,2026-07-20,113.330078125,0
875771161,Module 3,False,Arrangement ,договоренность,2026-04-15,2.5,0
875771161,Module 3,False,Building site ,Строительная площадка,2026-07-20,113.330078125,0
875771161,Module 3,False,It's no wonder ,неудивительно,2026-07-20,113.330078125,0
875771161,Module 3,False,Affection ,Любовь/ привязанность,2026-04-17,4.75,0
875771161,Module 3,False,Ashamed ,Которого пристыдили,2026-09-15,170.9951171875,0
875771161,Module 3,False,Depart ,отправляться/ уезжать,2026-05-17,49.2578125,0
875771161,Module 3,False,Joy ,радость,2026-07-20,113.330078125,0
875771161,Module 3,False,Misty ,туманный/ неясный,2026-07-20,113.330078125,0
875771161,Module 3,False,Tie ,Галстук/ связь,2026-09-15,170.9951171875,0
875771161,Module 3,False,Gain ,получать/ приобретать,2026-07-20,113.330078125,0
875771161,Module 3,False,Trustworhty ,заслуживающий доверия,2026-07-20,113.330078125,0
875771161,Module 3,False,Range ,диапазон/ ассортимент,2026-05-17,49.2578125,0
875771161,Module 3,False,Brief ,краткий,2026-04-15,2.5,0
875771161,Module 3,False,Condition ,условие/ состояние,2026-04-15,2.5,0
875771161,Module 3,False,Artificial ,искусственный,2026-09-15,170.9951171875,0
875771161,Module 3,False,Increasingly ,все больше и больше,2026-05-17,49.2578125,0
875771161,Module 3,False,Do my best ,делать все возможное,2026-07-20,113.330078125,0
875771161,Module 3,False,well-mannered ,с хорошими манерами,2026-09-15,170.9951171875,0
875771161,Module 4,True,,,0,0.0,0
875771161,Module 4,False,Eliminate,Устранять,2026-04-18,1.0,0
875771161,Module 4,False,Cooker,кухонная плита,2026-09-19,170.9951171875,0
875771161,Module 4,False,Towel,Полотенце,2026-09-19,170.9951171875,0
875771161,Module 4,False,Wrap,заворачивать/ обертывать,2026-07-24,113.330078125,0
875771161,Module 4,False,Adopt,принимать/ усыновлять,2026-09-01,170.9951171875,0
875771161,Module 4,False,Conservation,сохранение,2026-04-19,2.5,0
875771161,Module 4,False,Decrease,уменьшение,2026-04-18,1.0,0
875771161,Module 4,False,Enclosure,ограда,2026-04-25,8.125,0
875771161,Module 4,False,In return for,В оплату за,2026-05-03,49.2578125,0
875771161,Module 4,False,Extinction,вымирание/ исчезновение,2026-07-24,113.330078125,0
875771161,Module 4,False,Marine,Морской,2026-04-18,1.0,0
875771161,Module 4,False,Obligatory,обязательный,2026-07-06,113.330078125,0
875771161,Module 4,False,Permission,разрешение/ позволение,2026-07-24,113.330078125,0
875771161,Module 4,False,Belt,ремень,2026-09-19,170.9951171875,0
875771161,Module 4,False,branch,ветка,2026-09-19,170.9951171875,0
875771161,Module 4,False,Broad,Широкий,2026-04-18,1.0,0
875771161,Module 4,False,Cheek,Щека,2026-07-24,113.330078125,0
875771161,Module 4,False,Vanish,исчезать,2026-04-18,1.0,0
875771161,Module 4,False,Aspect,сторона/ аспект,2026-07-24,113.330078125,0
875771161,Module 4,False,Ban,запрет/ запрещать,2026-04-18,1.0,0
875771161,Module 4,False,Excuse,оправдание,2026-09-19,170.9951171875,0
875771161,Module 4,False,Route,Маршрут,2026-09-19,170.9951171875,0
875771161,Module 4,False,Totally,полностью/ абсолютно,2026-04-18,1.0,0
875771161,Module 4,False,Contain,содержать,2026-07-24,113.330078125,0
875771161,Module 4,False,Float,Плавать,2026-09-01,170.9951171875,0
875771161,Module 4,False,reverse,обратный,2026-08-08,113.330078125,0
875771161,Module 4,False,Absorb,поглощать/ впитывать,2026-07-24,113.330078125,0
875771161,Module 4,False,Suck,Всасывать,2026-08-08,113.330078125,0
875771161,Module 4,False,Divide,делить/ разделять,2026-10-04,170.9951171875,0
875771161,Module 4,False,Emerge,появляться/ возникать,2026-06-15,74.88671875,0
875771161,Module 4,False,Camouflage,маскировка,2026-05-04,32.171875,0
875771161,Appendix 1,True,,,0,0.0,0
875771161,Appendix 1,False,advise sb against ,советовать кому-либо не делать чего-либо,2025-10-21,113.330078125,0
875771161,Appendix 1,False,apply for ,подавать заявление,2026-01-06,113.330078125,0
875771161,Appendix 1,False,avid of ,алчный/ жадный до,2025-09-23,49.2578125,0
875771161,Appendix 1,False,be careless with ,быть небрежным с,2025-10-21,113.330078125,0
875771161,Appendix 1,False,cope with ,справляться с,2025-09-22,20.78125,0
875771161,Appendix 1,False,enthusiastic about ,увлеченный чем-то,2025-11-28,74.88671875,0
875771161,Appendix 1,False,feel strongly about ,быть против/ испытывать чувство возмущения,2025-09-23,49.2578125,0
875771161,Appendix 1,False,fond of ,любить что-либо,2025-09-28,13.1875,0
875771161,Appendix 1,False,in captivity ,в плену,2025-10-21,113.330078125,0
875771161,Appendix 1,False,mistake sb for ,принимать кого-либо за другого,2025-10-04,74.88671875,0
875771161,Appendix 1,False,out of order ,неисправный,2025-10-21,113.330078125,0
875771161,Appendix 1,False,recover from ,выздоравливать,2025-10-21,113.330078125,0
875771161,Appendix 1,False,resign from ,уволиться с,2025-10-21,113.330078125,0
875771161,New words,True,,,0,0.0,0
875771161,New words,False,Customer,Покупатель,2026-07-01,170.9951171875,0
875771161,New words,False,Dispute,Спор,2026-03-26,4.75,0
875771161,New words,False,competition,Конкуренция,2026-05-06,113.330078125,0
875771161,New words,False,Even,Даже,2026-07-04,170.9951171875,0
875771161,New words,False,preference,Предпочтение,2026-05-05,20.78125,0
875771161,New words,False,exchange,Обмениваться,2026-07-06,170.9951171875,0
875771161,New words,False,Salary,Зарплата(фикс),2026-07-10,170.9951171875,0
875771161,New words,False,Wage,Зарплата(за час/...),2026-07-14,170.9951171875,0
875771161,New words,False,Queue,Очередь,2026-07-06,170.9951171875,0
875771161,New words,False,Except,Кроме,2026-07-16,170.9951171875,0
875771161,New words,False,Plane,Плоскость,2026-05-02,13.1875,0
875771161,New words,False,Cramped,Тесно,2026-07-07,170.9951171875,0
875771161,New words,False,Consequences,Последствия,2026-07-02,170.9951171875,0
875771161,New words,False,Audience,Аудитория,2026-07-12,170.9951171875,0
875771161,New words,False,Suit,костюм,2026-03-31,74.88671875,0
875771161,New words,False,Holiday,Праздник,2026-07-02,170.9951171875,0
875771161,New words,False,Multiplication,умножение,2026-05-11,113.330078125,0
875771161,New words,False,Afraid,Испуганный,2026-04-15,0.0,0
875771161,New words,False,Below,Ниже,2026-05-09,113.330078125,0
875771161,New words,False,Possibility,Возможность,2026-04-19,13.1875,0
875771161,New words,False,Anymore,Больше,2026-07-16,170.9951171875,0
875771161,New words,False,Increase,Увеличение,2026-07-12,170.9951171875,0
875771161,New words,False,necessary,Необходимый,2026-07-06,170.9951171875,0
875771161,New words,False,Available,Доступный,2026-07-30,113.330078125,0
875771161,New words,False,In front of,перед,2026-07-30,113.330078125,0
875771161,New words,False,Instead of,вместо,2026-07-02,170.9951171875,0
875771161,New words,False,Behavior,Поступки/поведение,2026-07-08,170.9951171875,0
875771161,New words,False,Contemporary,Современный,2026-07-11,170.9951171875,0
875771161,New words,False,Taste,Вкус,2026-04-18,49.2578125,0
875771161,New words,False,Overcoming,Преодоление,2026-03-07,4.75,0
875771161,New words,False,Crime,Преступление,2026-05-09,113.330078125,0
875771161,New words,False,Cancer,рак,2026-08-02,170.9951171875,0
875771161,New words,False,Already,Уже,2026-07-11,170.9951171875,0
875771161,New words,False,Yet,Еще,2026-04-28,13.1875,0
875771161,New words,False,then,Потом,2026-05-08,113.330078125,0
875771161,New words,False,than,Чем,2026-07-08,170.9951171875,0
875771161,New words,False,Thus,Таким образом,2026-07-08,170.9951171875,0
875771161,New words,False,Treatment,Лечение,2026-07-09,170.9951171875,0
875771161,New words,False,Issue,Проблема,2026-07-05,170.9951171875,0
875771161,New words,False,Unfortunately,К сожалению,2026-04-25,13.1875,0
875771161,New words,False,Secondary,Второстепенный,2026-07-20,170.9951171875,0
875771161,New words,False,Advise(advice),Советовать(совет),2026-07-14,170.9951171875,0
875771161,New words,False,Whole,Целый/весь,2026-07-12,170.9951171875,0
875771161,New words,False,Mention,Упоминание,2026-07-19,170.9951171875,0
875771161,New words,False,Severe,Серьёзный,2026-04-16,49.2578125,0
875771161,New words,False,Postpone,Откладывать,2026-07-28,170.9951171875,0
875771161,New words,False,Still,все ещё,2026-06-24,74.88671875,0
875771161,New words,False,Minor,Незначительный,2026-07-18,170.9951171875,0
875771161,New words,False,Measure,Мера/степень/измерять,2026-07-01,170.9951171875,0
